SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_TDAP,PCT_EXEMPT_TDAP,PCT_COMPLIANCE_TDAP,PCT_IMMUNE_MVMVC,PCT_EXEMPT_MVMVC,PCT_COMPLIANCE_MVMVC,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Lakeview School,n/a,3040 W Yucca,Phoenix,Maricopa,85023-,n, ,84,100,0,100,99,1.2,100,99,1.2,100,100,0,100,100,0,100,99,0,99,100,0,100,1.2,0,0
Larkspur Elementary School,n/a,2430 E Larkspur,Phoenix,Maricopa,85032,y,rn,87,94,2.3,97,93,3.4,98,92,3.4,97,98,2.3,100,98,2.3,100,99,1.1,100,98,2.3,100,4.6,0,2.3
Larry C Kennedy School,n/a,2702 E Osborn Rd,Phoenix,Maricopa,85016-,y,lpn,77,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Las Brisas Academy,n/a,18211 W Las Brisas Dr,Goodyear,Maricopa,85338-,n, ,34,94,2.9,97,88,0,100,91,2.9,97,94,2.9,97,94,2.9,97,94,2.9,97,91,2.9,94,2.9,0,0
Las Brisas Elementary School,n/a,5508 W. Alameda Rd,Glendale,Maricopa,85310-,y,rn,158,97,3.2,100,96,3.8,100,96,3.8,100,97,3.2,100,96,3.8,99,99,1.3,100,99,1.3,100,4.4,0,1.3
Las Puertas Community School,n/a,4560 S Coach Dr,Tucson,Pima,85714-3429,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Las Sendas Elementary School,n/a,3120 N Red Mountain Rd,Mesa,Maricopa,85207,y,rn,115,99,.9,100,96,3.5,100,96,4.3,100,97,2.6,100,98,1.7,100,99,.9,100,100,0,100,6.1,0,0
Laveen Elementary School,n/a,4141 West Mcneil Street,Laveen,Maricopa,85339,n, ,107,99,0,99,97,0,97,97,0,97,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Laveen Traditional School,n/a,7900 S. 43rd Ave,Laveen,Maricopa,85339-____,n, ,97,100,0,100,99,0,100,99,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Lawrence W Cross Middle School,n/a,1000 W Chapala Dr,Tucson,Pima,85704,y,rn,166,100,0,100,98,.6,100,94,4.2,100,100,0,100,99,.6,100,100,0,100,99,.6,100,.6,3.6,.6
Le Pera Elementary School,n/a,19121 Tahbo Road,Parker,La Paz,85344-,n, ,30,100,0,100,97,0,100,97,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Leading Edge Academy,n/a,18700 N. Porter Rd.,Maricopa,Pinal,85138-,n, ,45,98,2.2,100,20,2.2,29,18,2.2,20,98,2.2,100,98,2.2,100,98,2.2,100,96,2.2,98,2.2,0,0
Leading Edge Academy - San Tan Campus (queen Creek),n/a,7377 E Hunt Why,Queen Creek,Pinal,85142-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Learning Foundation And Performing Arts Alta Mesa,n/a,5761 E Brown Rd,Mesa,Maricopa,85296,n, ,30,0,23.3,23,73,23.3,97,73,23.3,97,77,23.3,100,77,23.3,100,100,0,100,77,23.3,100,23.3,0,0
Learning Foundation And Performing Arts Stapley,n/a,851 N Stapley Dr,Mesa,Maricopa,85203,n, ,23,91,8.7,100,39,21.7,61,35,21.7,57,87,13,100,83,17.4,100,91,8.7,100,87,13,100,21.7,0,0
Learning Foundation And Performing Arts Warner,n/a,3939 E. Warner Road,Gilbert,Maricopa,85296-,n, ,84,90,9.5,100,73,26.2,100,73,26.2,100,90,9.5,100,89,10.7,100,89,10.7,100,90,9.5,100,27.4,0,9.5
Lee Kornegay Intermediate School,n/a,Po Box 2070,Miami,Gila,85539-,n, ,101,91,1,92,97,1,98,89,1,90,97,1,98,93,1,94,96,1,97,96,1,97,1,0,0
Legacy School,n/a,7618 E. University Drive,Mesa,Maricopa,85207-,n, ,20,100,0,100,10,0,10,15,0,15,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Legacy Traditional Charter,n/a,12320 W Van Buren St,Avondale,Maricopa,85323-,n, ,127,98,2.4,100,92,7.1,100,91,7.9,100,97,3.1,100,97,3.1,100,98,2.4,100,97,3.1,100,11,0,3.1
Legacy Traditional School - Casa Grande,n/a,1274 E O'neil Dr,Casa Grande,Pinal,85138,y,lpn,104,94,5.8,100,94,0,100,94,5.8,100,94,5.8,100,94,5.8,100,94,5.8,100,94,5.8,100,5.8,0,0
Legacy Traditional School - Maricopa,n/a,17760 Regent Dr,Maricopa,Pinal,85138-,n, ,124,99,.8,100,90,8.1,100,90,8.1,100,99,.8,100,98,2.4,100,98,1.6,100,99,.8,100,8.1,0,0
Legacy Traditional School Gilbert,n/a,2747 S Recker Rd,Gilbert,Maricopa,85295-,n, ,106,93,6.6,100,90,9.4,100,91,9.4,100,93,6.6,100,92,8.5,100,92,8.5,100,91,9.4,100,11.3,0,6.6
Legacy Traditional Schools Nwt,n/a,3500 W. Cortaro Farms Rd,Tucson,Pima,85742-,n, ,152,96,3.9,100,95,3.9,100,96,3.3,100,96,3.9,100,96,3.9,100,98,2,100,95,4.6,100,4.6,1.3,4.6
Legacy Traditional- Surprise,n/a,14506 W. Sweetwater Ave,Surprise,Maricopa,85379-,n, ,129,96,3.9,100,95,3.9,100,95,4.7,100,96,3.9,100,97,3.1,100,96,3.9,100,98,2.3,100,6.2,0,2.3
Legacy Traditional/ Queen Creek,n/a,41800 N. Barnes Pkwy,San Tan Valley,Pinal,85140-,n, ,79,94,6.3,100,78,16.5,100,82,12.7,100,92,7.6,100,91,8.9,100,92,7.6,100,94,6.3,100,17.7,0,0
Legend Springs Elementary,n/a,21150 N Arrowhead Loop Road,Glendale ,Maricopa,85308-,y,rn,105,98,1.9,100,94,4.8,100,94,4.8,100,97,2.9,100,98,1.9,100,99,1,100,99,1,100,5.7,0,1
Lehi Elementary School,n/a,2555 N Stapley Dr,Mesa,Maricopa,85203,y,rn,49,98,0,98,96,0,96,96,0,96,98,0,98,98,0,98,96,0,96,100,0,100,4.1,0,0
Leman Academy Of Excellence,n/a,7720 N Silverbell Road,Tucson,Pima,85743-,y,rn,44,91,9.1,100,77,9.1,86,73,11.4,84,91,6.8,98,91,6.8,98,95,4.5,100,93,6.8,100,11.4,0,6.8
Leonor Hambly K-8,n/a,P.o. Box 409,Winkelman,Gila,85192-,n, ,20,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Lexis Preparatory School,n/a,11130 E Cholla St Suite H-100,Scottsdale,Maricopa,85259-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Liberty Arts Academy,n/a,3015 South Power Road,Mesa,Maricopa,85212,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Liberty Elementary School,n/a,5495 S Liberty Ave,Tucson,Pima,85706,y,rn,99,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Liberty Elementary School,n/a,5125 E Marilyn Rd,Scottsdale,Maricopa,85254,y,rn,70,97,1.4,99,96,2.9,100,96,2.9,100,100,0,100,100,0,100,100,0,100,100,0,100,2.9,0,0
Liberty Elementary School ,n/a,19818 W. Us Highway 85,Buckeye ,Maricopa,85326-,y,lpn,55,95,0,95,22,3.6,27,20,3.6,24,95,3.6,98,95,3.6,98,95,3.6,98,93,5.5,98,3.6,1.8,3.6
Liberty Traditional Charter School,n/a,4027 N 45th Ave,Phoenix,Maricopa,85031-,n, ,50,98,0,98,78,0,80,78,0,80,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Liberty Traditional School,n/a,3300 N Lake Valley Rd,Prescott Valley,Yavapai,86314,y,rn,80,98,2.5,100,88,10,100,88,10,100,98,2.5,100,96,3.8,100,95,5,100,98,2.5,100,11.3,0,2.5
Lincoln Elementary School,n/a,930 S Sirrine,Mesa,Maricopa,85210,y,rn,115,100,0,100,97,0,100,100,0,100,100,0,100,100,0,100,99,0,99,100,0,100,0,0,0
Lincoln Preparatory Academy,n/a,2250 S Gilbert Road,Chandler,Maricopa,85286-,y,lpn,85,96,2.4,99,82,8.2,92,80,9.4,91,91,8.2,99,91,7.1,98,93,7.1,100,93,7.1,100,10.6,0,4.7
Lindbergh Elementary School,n/a,930 S Lazona Dr,Mesa,Maricopa,85204,y,rn,69,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Little Red Schoolhouse,n/a,Hc 2  Box 50,Nogales,Santa Cruz,85621-50,n, ,29,100,0,100,100,0,100,97,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Littleton Elementary School,n/a,1252 S 115th Ave,Cashion,Maricopa,85323,y,rn,90,100,0,100,97,0,100,97,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Loma Linda Elementary School,n/a,2002 E Clarendon,Phoenix,Maricopa,85016-,y,lpn,77,100,0,100,90,1.3,100,90,1.3,100,100,0,100,100,0,100,100,0,100,100,0,100,1.3,0,0
Lone Mountain Elementary School,n/a,5250 E Montgomery Rd,Cave Creek,Maricopa,85327,y,rn,112,97,2.7,100,95,2.7,97,95,2.7,97,96,3.6,100,96,3.6,100,96,4.5,100,96,3.6,100,4.5,0,1.8
Longfellow Elementary School,n/a,345 S Hall St,Mesa,Maricopa,85204,y,rn,74,99,0,99,100,0,100,100,0,100,99,0,99,100,0,100,99,0,99,100,0,100,0,0,0
Longview,n/a,1209 E. Indian School Rd.,Phoenix,Maricopa,85014-4925,n, ,63,94,3.2,97,89,3.2,92,86,4.8,90,94,3.2,97,97,3.2,100,97,3.2,100,94,4.8,98,4.8,0,1.6
Lookout Mountain School,n/a,15 W Coral Gables Dr,Phoenix,Maricopa,85023,n, ,146,97,2.7,100,97,2.7,100,95,3.4,100,97,3.4,100,97,2.7,100,97,2.7,100,97,3.4,100,6.8,.7,0
Loretto Catholic School,n/a,1200 14th St,Douglas,Cochise,85607,y,rn,21,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Los Amigos Elementary,n/a,2200 E Drexel,Tucson,Pima,85706-,y,rn,83,99,1.2,100,96,1.2,99,96,1.2,99,99,1.2,100,99,1.2,100,99,1.2,100,99,1.2,100,1.2,0,1.2
Los Ninos Elementary School,n/a,5445 S Alvernon Way,Tucson,Pima,85706,n, ,70,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Lourdes Catholic,n/a,Health1@lcsnohales.org,Nogales,Santa Cruz,85621-,n, ,25,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Lowell Elementary School,n/a,920 E Broadway,Mesa,Maricopa,85204,y,rn,72,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Lowell School,n/a,100 Old Douglas Rd.,Bisbee,Cochise,85603-____,y,rn,38,95,5.3,100,92,5.3,100,92,5.3,100,95,5.3,100,95,5.3,100,95,5.3,100,95,5.3,100,5.3,0,0
Lowell School,n/a,1121 S 3rd Ave,Phoenix,Maricopa,85003,n, ,55,98,0,98,87,0,87,85,0,85,98,0,98,100,0,100,100,0,100,100,0,100,0,0,0
Luke Elementary School,n/a,7300 N Dysart Rd,Glendale,Maricopa,85307,y,lpn,75,100,0,100,83,1.3,84,80,1.3,81,100,0,100,100,0,100,100,0,100,100,0,100,1.3,1.3,0
Lusd #9  Beaver Dam Elementary School,n/a,3436 East Rio Virgin Road,Beaver Dam,Mohave,86432,n, ,29,90,10.3,100,14,10.3,93,14,10.3,93,90,10.3,100,90,10.3,100,90,10.3,100,90,10.3,100,10.3,0,10.3
M.u.s.d.#4 - Red Mountain Ranch - Kids Corner/ Preschool,n/a,6650 East Raftriver Street,Mesa,Maricopa,85215-,y,rn,70,96,4.3,100,91,4.3,100,91,4.3,100,96,4.3,100,97,2.9,100,96,4.3,100,100,0,100,4.3,0,0
Macarthur Elementary School,n/a,1435 E Mclellan,Mesa,Maricopa,85203,y,rn,82,96,3.7,100,90,8.5,100,90,8.5,100,95,4.9,100,95,4.9,100,95,4.9,100,95,4.9,100,7.3,0,4.9
Madison #1 Elementary School,n/a,5525 N 16th St,Phoenix,Maricopa,85016,y,rn,222,93,4.1,97,93,6.3,100,94,5.9,100,96,4.1,100,96,3.6,100,96,3.6,100,97,3.2,100,6.3,0,0
Madison Meadows School,n/a,225 W Ocotillo Rd,Phoenix,Maricopa,85013,y,rn,202,94,3.5,98,62,5.4,72,61,5.4,67,95,4,99,94,4,98,96,4,100,97,3,100,5.4,0,2
Madison Park Middle School,n/a,1431 E. Campbell Ave ,Phoenix,Maricopa,85014-,n, ,86,86,0,86,63,0,100,59,0,100,95,0,95,95,2.3,98,83,0,83,86,8.1,94,2.3,0,0
Madison Tradition Academy,n/a,925 E Maryland,Phoenix,Maricopa,85014-,n, ,97,98,1,99,97,0,99,97,0,99,99,1,100,100,0,100,100,0,100,100,0,100,1,0,0
Magee,n/a,8300 E Speedway,Tucson,Pima,85710-,y,rn,200,98,.5,98,95,1,96,94,1.5,96,99,.5,100,99,.5,100,98,.5,99,100,.5,100,2,1,.5
Magma Ranch K-8 School,n/a,10980 E Desert Mountain Blvd,Florence,Pinal,85232,n, ,108,91,4.6,95,34,0,40,32,4.6,38,89,4.6,94,91,4.6,95,91,4.6,95,93,4.6,97,4.6,0,0
Magnet Traditional,n/a,2602 North 23rd Advenue,Phoenix,Maricopa,85009-,y,rn,62,81,0,81,81,0,81,81,0,81,100,0,100,97,0,97,100,0,100,100,0,100,0,0,0
Maie Bartlett Heard Elementary School,n/a,2301 West Thomas Road,Phoenix,Maricopa,85015-,n, ,80,95,0,95,81,0,89,79,0,79,99,0,99,100,0,100,99,0,99,91,0,91,0,0,0
Maine Consolidated School ,n/a,Po Box 50010,Parks,Coconino,86018-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Mansfeld ,n/a,1300 E.6th St,Tucson ,Pima,85719-,y,rn,300,96,3.7,100,96,3.3,100,96,3,99,99,.3,100,99,1,100,98,.3,98,99,.7,100,3.3,0,0
Many Farms Public Schoolp.o,n/a,Many Farms,Chinle,Apache,86538-,y,lpn,52,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Manzanita Elementary School,n/a,8430 N 39th Ave,Phoenix,Maricopa,85051,n, ,97,99,1,100,97,3.1,100,97,3.1,100,98,2.1,100,99,1,100,99,1,100,99,1,100,4.1,0,0
Marc T Atkinson Middle School,n/a,4315 N Maryvale Parway,Phoenix,Maricopa,85031-,n, ,467,100,.4,100,96,.9,100,97,.4,98,99,.2,99,100,.4,100,100,.2,100,100,0,100,.9,.2,.2
Maricopa Elementary School,n/a,18150 N Alterra Way,Maricopa,Pinal,85239,y,lpn,124,97,3.2,100,95,3.2,100,95,3.2,100,97,3.2,100,97,3.2,100,97,3.2,100,97,3.2,100,4,0,2.4
Maricopa Village Christian School,n/a,8129 W. Baseline Rd.,Laveen,Maricopa,85339-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Maricopa Wells Middle School,n/a,45012 W Honeycutt Ave,Maricopa,Pinal,85239,y,rn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Marilyn Thiele Wilson School,n/a,5619 E Glade Ave,Mesa,Maricopa,85206-,y,rn,87,99,0,99,94,0,97,95,0,95,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Marshall Ranch Elementary School,n/a,12995 N. Marshall Ranch Drive,Glendale,Maricopa,85304-,y,lpn,102,96,0,96,94,0,100,94,0,100,100,0,100,100,0,100,97,0,97,100,0,100,0,0,0
Mary Belle Mccorkle Academy Of Excellence Pre-kg-8,n/a,4455 S Mission Rd,Tucson,Pima,85746-,y,rn,133,100,0,100,99,0,100,99,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Mary C Obrien,n/a,1400 N. Eleven Mile Corner Road,Casa Grande,Pinal,85194-,y,rn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Mary Mcleod Bethune School-k And 6,n/a,1310 S 15th Ave,Phoenix,Maricopa,85007,y,rn,48,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Mary Meredith K-12 School,n/a,755 N Magnolia Ave,Tucson,Pima,85711,y,rn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Maryland Elementary School,n/a,6503 N 21st Ave,Phoenix,Maricopa,85015,n, ,89,97,0,97,100,0,100,100,0,100,97,0,97,99,0,99,94,2.2,97,100,0,100,0,2.2,0
Maryvale Preparatory Academy,n/a,6301 W Indian School Rd,Phoenix,Maricopa,85018,n, ,49,100,0,100,100,0,100,98,2,100,100,0,100,100,0,100,100,0,100,100,0,100,2,0,0
Math And Science Success Academy,n/a,434 W Lerdo Rd,Tucson,Pima,85756,n, ,39,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Maurice C Cash School,n/a,3851 W Roeser Rd,Phoenix,Maricopa,85041,n, ,119,99,.8,100,98,.8,99,99,.8,100,99,.8,100,99,.8,100,99,.8,100,98,1.7,100,1.7,0,.8
Maxine O Bush School,n/a,602 E. Siesta Dr. ,Phoenix,Maricopa,85042-,y,rn,52,100,0,100,96,0,100,96,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Mayer Elementary School,n/a,P.o. Box 1059,Mayer,Yavapai,86333-1059,n, ,40,98,2.5,100,90,7.5,100,90,7.5,100,98,0,98,95,5,100,98,2.5,100,98,2.5,100,7.5,0,2.5
Mcnary Elementary School,n/a,Box 598,Mcnary ,Apache,85930-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Melvin E. Sine,n/a,4932 West Myrtle Avenue,Glendale,Maricopa,85301,y,lpn,64,100,0,100,97,0,100,97,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Mendoza Elementary School,n/a,5831 E Mclellan Rd,Mesa,Maricopa,85205,y,rn,92,100,0,100,96,0,98,96,0,97,100,0,100,100,0,100,100,0,100,100,0,100,6.5,0,0
Mercury Mine Elementary,n/a,9640 N. 28th  Street,Phoenix,Maricopa,85028-,y,rn,78,97,2.6,100,92,6.4,100,91,6.4,97,97,2.6,100,96,3.8,100,97,2.6,100,97,2.6,100,6.4,0,0
Meridian Elementary,n/a,3900 South Mountain Road,Mesa,Maricopa,85212,y,rn,150,100,0,100,93,4,100,93,4,100,100,0,100,99,.7,100,99,1.3,100,100,0,100,5.3,0,0
Mesa Academy,n/a,6919 E. Brown Rd.,Mesa,Maricopa,85207-,y,rn,91,97,0,97,85,0,85,89,0,89,96,0,96,96,0,96,97,0,97,100,0,100,0,0,0
Mesa Arts Academy,n/a,221 W Sixth Ave,Mesa,Maricopa,85210,n, ,27,100,0,100,100,0,100,96,3.7,100,96,3.7,100,96,3.7,100,100,0,100,100,0,100,3.7,0,0
Mesa Unified School District #4,n/a,849 South Sunnyvale,Mesa,Maricopa,85206,y,rn,69,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Mesa View Elementary School,n/a,P.o. Box 587,Chinle,Apache,86503-,n, ,67,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Mesquite Elementary,n/a,1000 East Mesquite Street,Gilbert,Maricopa,85296-____,y,rn,130,98,2.3,100,97,0,100,97,3.1,100,98,2.3,100,98,2.3,100,98,2.3,100,98,2.3,100,3.8,2.3,.8
Mesquite Elementary,n/a,4451 W 28th St,Yuma,Yuma,85364,n, ,126,100,0,100,98,.8,100,98,.8,100,100,0,100,100,0,100,100,0,100,100,0,100,.8,0,0
Mexicayotl Charter School,n/a,2059 N Grand Ave,Nogales,Santa Cruz,85621-,n, ,20,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Michael Anderson School,n/a,45 S. 3rd Av,Avondale,Maricopa,85302-,y,lpn,94,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,99,0,99,100,0,100,0,0,0
Miles-exploratory Learning Center,n/a,1400 E Broadway Blvd,Tucson,Pima,85719-,y,rn,30,97,3.3,100,93,3.3,97,93,3.3,97,93,6.7,100,93,6.7,100,93,6.7,100,97,3.3,100,6.7,0,3.3
Milestones Charter School,n/a,4201 E Robert E Lee St,Phoenix,Maricopa,85032-____,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Mingus Springs Charter School,n/a,3600 N. Sunset Dr.,Chino Valley,Yavapai,86323-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Mirage Elementary School,n/a,3910 W Grovers,Glendale,Maricopa,85308,y,rn,86,100,0,100,90,8.1,100,90,8.1,100,99,1.2,100,98,2.3,100,100,0,100,100,0,100,8.1,0,0
Mission Manor Elementary School,n/a,600 W Santa Rosa,Tucson,Pima,85706,y,rn,101,100,0,100,100,0,100,99,0,100,100,0,100,100,0,100,100,0,100,99,0,99,0,0,0
Mission Montessori Academy,n/a,12990 E Shea Blvd,Scottsdale,Maricopa,85259,n, ,26,81,11.5,92,35,0,46,35,0,46,81,11.5,92,77,11.5,88,85,0,85,85,11.5,96,11.5,0,11.5
Mobile Elementary School,n/a,42798 S 99th Ave,Maricopa,Maricopa,85139-2106,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Model Creek Elementary,n/a,18912 Hays Ranch Road,Peeples Valley,Yavapai,86332-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Mohave Accelerated Learning Center,n/a,625 Marina Blv.,Bullhead City,Mohave,86442-,n, ,84,98,0,98,82,0,87,77,0,77,98,0,98,96,0,96,93,0,93,100,0,100,0,0,0
Mohave Middle School,n/a,8490 E Jackrabbit Rd.,Scottsdale,Maricopa,85250-____,y,rn,253,95,5.1,100,92,6.3,100,93,6.3,100,94,6.3,100,94,5.5,100,94,5.5,100,95,4.7,100,6.3,0,4.3
Mohawk Valley School District 17,n/a,5151 S. Ave 39e,Roll,Yuma,85347-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Monte Vista Elementary School,n/a,3501 E Osborn Rd,Phoenix,Maricopa,85018,y,rn,88,100,0,100,100,0,100,94,2.3,98,100,0,100,100,0,100,100,0,100,100,0,100,0,2.3,0
Montebello School,n/a,5725 N 27th Ave,Phoenix,Maricopa,85017,n, ,145,100,0,100,99,0,100,99,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
"Montessori Day Public School, Chartered",n/a,9215 N. 14th Street,Phoenix,Maricopa,85020-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Montessori Day Public Schools  - Mountainside,n/a,9215 N 14th St,Phoenix,Maricopa,85020,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Montessori Day Public Schools Chartered - Lakeside,n/a,1700 W Warner Rd,Chandler,Maricopa,85224,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Montessori De Santa Cruz Charter School,n/a,Po Box 4706,Tubac,Santa Cruz,85646-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Montessori Education Centre,n/a,Montessori Education Centre,Mesa,Maricopa,85203-____,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Montessori Education Centre Charter School,n/a,2834 E Southern Ave,Mesa,Maricopa,85204,n, ,25,80,20,100,80,20,100,80,0,100,80,20,100,80,20,100,76,24,100,80,20,100,24,0,20
Montessori House Charter School ,n/a,2415 N. Terrace Circle,Mesa,Maricopa,85203-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Montessori Kingdom Of Learning Kg-jr High,n/a,13111 North 94th Drive,Peoria,Maricopa,85381-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Montessori Schools Of Flagstaff,n/a,850 N Locust,Flagstaff,Coconino,86001-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Moon Mountain School,n/a,13425 N 19th Ave,Phoenix,Maricopa,85029,n, ,85,99,1.2,100,93,2.4,99,92,2.4,98,99,1.2,100,99,1.2,100,99,1.2,100,99,1.2,100,4.7,0,1.2
Morgan Maxwell K-8,n/a,2802 W. Anklam Rd.,Tucson,Pima,85745-,y,rn,54,100,0,100,96,0,98,96,0,98,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Morris K. Udall Escuela De Bellas Artes,n/a,3715 W Roosevelt,Phoenix,Maricopa,85009,y,lpn,229,100,0,100,93,0,100,93,0,96,100,0,100,100,0,100,99,0,99,100,0,100,0,0,0
Morristown Elementary,n/a,25950 W. Rockaway Hills Drive,Morristown ,Maricopa,85342-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Most Holy Trinity Catholic School,n/a,535 East Alice Ave ,Phoenix,Maricopa,85020-,y,rn,21,95,4.8,100,57,4.8,62,57,4.8,62,95,4.8,100,95,4.8,100,95,4.8,100,95,4.8,100,4.8,0,4.8
Mount Elden Middle School,n/a,3323 N. 4th St.,Flagstaff,Coconino,86004-,y,rn,340,97,2.4,99,95,3.8,100,96,3.2,100,97,2.6,100,97,2.9,100,98,1.8,100,98,1.8,100,3.5,.3,0
Mountain Christian School,n/a,3171 Show Low Lake Rd,Show Low,Navajo,85901-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Mountain Oak Charter School,n/a,1455 Willow Creek Rd,Prescott,Yavapai,86301,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Mountain Shadows Elementary,n/a,19602 N. 45th Avenue,Glendale,Maricopa,85308-,y,rn,64,98,1.6,100,94,4.7,100,92,4.7,100,98,1.6,100,98,1.6,100,98,1.6,100,98,1.6,100,6.3,0,1.6
Mountain View Elementary School,n/a,801 W Peoria Ave,Phoenix,Maricopa,85029,n, ,156,99,.6,100,99,1.3,100,99,1.3,100,99,.6,100,99,.6,100,99,1.3,100,99,.6,100,1.9,0,.6
